"(0.4, 0.4)","{'Match Score': [0.25, 0.25, 0.25, 0.25]}"
"(0.4, 0.42)","{'Match Score': [0.191658, 0.215529, 0.316083, 0.276731]}"
"(0.4, 0.44)","{'Match Score': [0.139616, 0.174931, 0.392311, 0.293141]}"
"(0.4, 0.46)","{'Match Score': [0.096166, 0.132722, 0.475954, 0.295158]}"
"(0.4, 0.48)","{'Match Score': [0.062386, 0.093633, 0.562842, 0.281138]}"
"(0.4, 0.5)","{'Match Score': [0.038026, 0.061237, 0.648022, 0.252715]}"
"(0.4, 0.52)","{'Match Score': [0.021764, 0.037114, 0.726711, 0.214411]}"
"(0.4, 0.54)","{'Match Score': [0.011716, 0.020899, 0.795232, 0.172152]}"
"(0.4, 0.56)","{'Match Score': [0.005957, 0.010961, 0.851593, 0.131489]}"
"(0.4, 0.58)","{'Match Score': [0.00288, 0.005443, 0.895544, 0.096134]}"
"(0.4, 0.6)","{'Match Score': [0.001337, 0.002576, 0.928203, 0.067883]}"
"(0.4, 0.62)","{'Match Score': [0.000603, 0.001179, 0.951478, 0.04674]}"
"(0.4, 0.64)","{'Match Score': [0.000268, 0.000531, 0.967499, 0.031702]}"
"(0.4, 0.66)","{'Match Score': [0.00012, 0.000239, 0.978236, 0.021405]}"
"(0.4, 0.68)","{'Match Score': [5.4e-05, 0.000108, 0.985299, 0.014538]}"
"(0.4, 0.7)","{'Match Score': [2.6e-05, 5.1e-05, 0.989895, 0.010028]}"
"(0.4, 0.72)","{'Match Score': [1.3e-05, 2.5e-05, 0.992874, 0.007087]}"
"(0.4, 0.74)","{'Match Score': [7e-06, 1.4e-05, 0.99481, 0.005169]}"
"(0.4, 0.76)","{'Match Score': [4e-06, 8e-06, 0.996077, 0.003912]}"
"(0.4, 0.78)","{'Match Score': [2e-06, 5e-06, 0.996911, 0.003081]}"
"(0.4, 0.8)","{'Match Score': [2e-06, 3e-06, 0.997466, 0.002529]}"
"(0.42, 0.4)","{'Match Score': [0.316083, 0.276731, 0.191658, 0.215529]}"
"(0.42, 0.42)","{'Match Score': [0.25, 0.25, 0.25, 0.25]}"
"(0.42, 0.44)","{'Match Score': [0.188692, 0.213469, 0.319918, 0.277921]}"
"(0.42, 0.46)","{'Match Score': [0.135274, 0.171062, 0.399681, 0.293982]}"
"(0.42, 0.48)","{'Match Score': [0.091779, 0.127967, 0.485877, 0.294376]}"
"(0.42, 0.5)","{'Match Score': [0.058803, 0.089099, 0.573817, 0.278282]}"
"(0.42, 0.52)","{'Match Score': [0.035566, 0.057722, 0.658389, 0.248323]}"
"(0.42, 0.54)","{'Match Score': [0.020344, 0.034775, 0.735078, 0.209802]}"
"(0.42, 0.56)","{'Match Score': [0.011053, 0.01975, 0.800786, 0.168411]}"
"(0.42, 0.58)","{'Match Score': [0.005743, 0.010615, 0.85418, 0.129462]}"
"(0.42, 0.6)","{'Match Score': [0.00288, 0.005461, 0.895544, 0.096115]}"
"(0.42, 0.62)","{'Match Score': [0.001411, 0.002726, 0.926287, 0.069576]}"
"(0.42, 0.64)","{'Match Score': [0.000684, 0.001341, 0.948367, 0.049607]}"
"(0.42, 0.66)","{'Match Score': [0.000334, 0.000655, 0.963809, 0.035203]}"
"(0.42, 0.68)","{'Match Score': [0.000166, 0.000328, 0.974405, 0.025101]}"
"(0.42, 0.7)","{'Match Score': [8.6e-05, 0.00017, 0.981592, 0.018153]}"
"(0.42, 0.72)","{'Match Score': [4.6e-05, 9.2e-05, 0.986442, 0.01342]}"
"(0.42, 0.74)","{'Match Score': [2.7e-05, 5.3e-05, 0.989714, 0.010207]}"
"(0.42, 0.76)","{'Match Score': [1.6e-05, 3.3e-05, 0.991929, 0.008022]}"
"(0.42, 0.78)","{'Match Score': [1.1e-05, 2.2e-05, 0.993436, 0.006531]}"
"(0.42, 0.8)","{'Match Score': [8e-06, 1.5e-05, 0.994465, 0.005512]}"
"(0.44, 0.4)","{'Match Score': [0.392311, 0.293142, 0.139616, 0.174931]}"
